corpus	method	work_id	title	year	verdict	tier	claimed_count	supported_count	supported_criteria	macro_cluster	subcluster	macro_silhouette	subcluster_silhouette
audited	tfidf	w_256904d2b1ec4eea	Provable In-Context Learning of Nonlinear Regression with Transformers	2025	EXCLUDE	TIER_3	3	1	SCALING	M10	S22	-0.042385	-0.043292
audited	tfidf	w_248da8719a3b92f1	Quantum-data-driven dynamical transition in quantum learning	2024	INCLUDE	TIER_2	2	2	SCALING,CRITICALITY	M02	S04	-0.029782	-0.000353
audited	tfidf	w_3f93613f81a9c243	Quiet Feature Learning in Algorithmic Tasks	2025	EXCLUDE	TIER_3	2	1	SCALING	M10	S22	-0.001762	-0.000521
audited	tfidf	w_34505df745b929e9	Random noise promotes slow heterogeneous synaptic dynamics important for robust working memory computation	2025	INCLUDE	TIER_2	2	2	SCALING,NOVEL_BASIS	M05	S11	-0.015139	0.008503
audited	tfidf	w_3f4213b6cde6e5f0	Reasoning Circuits in Language Models: A Mechanistic Interpretation of Syllogistic Inference	2024	EXCLUDE	TIER_3	2	1	COMPRESSION	M10	S21	-0.009011	-0.017052
audited	tfidf	w_4c59d2e23a4fc16d	Recurrent Information Optimization with Local, Metaplastic Synaptic Dynamics	2017	EXCLUDE		1	0		M05	S11	-0.006978	0.007138
audited	tfidf	w_ca22559e045ae009	Recurrent neural network models for working memory of continuous variables: activity manifolds, connectivity patterns, and dynamic codes	2021	EXCLUDE	TIER_3	3	1	SCALING	M05	S10	0.03909	0.047798
audited	tfidf	w_71088ab66e735f6d	Recurrent Neural Networks Learn to Store and Generate Sequences using Non-Linear Representations	2024	INCLUDE	TIER_2	2	2	SCALING,NOVEL_BASIS	M02	S05	-0.011712	-0.018106
audited	tfidf	w_67833e8bc8bb92f5	Redundant representations help generalization in wide neural networks * , †	2023	INCLUDE	TIER_2	2	3	SCALING,COMPRESSION,CRITICALITY	M02	S04	0.004892	0.018498
audited	tfidf	w_f1b4b88248a84fdc	Reinforcement Learning for Reasoning in Large Language Models with One Training Example	2025	EXCLUDE	TIER_3	2	0		M10	S19	0.00267	0.018821
audited	tfidf	w_6a9409d4892f5b2e	Relational Schemata in BERT Are Inducible, Not Emergent: A Study of Performance vs. Competence in Language Models	2025	EXCLUDE	TIER_3	1	0		M10	S21	-0.01152	-0.019759
audited	tfidf	w_a11738764f341243	Representations in the hippocampal-entorhinal system emerge from learning sensory predictions	2025	EXCLUDE	TIER_3	1	0		M10	S21	-0.024367	-0.020962
audited	tfidf	w_a03de8e37b580793	Rethinking the Harmonic Loss via Non-Euclidean Distance Layers	2026	EXCLUDE	TIER_3	2	0		M10	S23	-0.017331	0.398128
audited	tfidf	w_a9cb982ac7d47107	Revealing Algorithmic Deductive Circuits for Logical Reasoning	2026	EXCLUDE	TIER_3	2	1	COMPRESSION	M10	S19	-0.002133	0.032743
audited	tfidf	w_c6f5b81db8e0569b	Scan and Snap: Understanding Training Dynamics and Token Composition in 1-layer Transformer	2023	EXCLUDE	TIER_3	2	1	SCALING	M04	S08	-0.00818	-0.024583
audited	tfidf	w_83e64ad84caa32d8	Schema-learning and rebinding as mechanisms of in-context learning and emergence	2023	EXCLUDE	TIER_3	0	0		M06	S13	0.042047	0.023232
audited	tfidf	w_82bddad1cc78d3a0	Self-Supervised Learning of Representations for Space Generates Multi-Modular Grid Cells	2023	EXCLUDE	TIER_3	1	1	NOVEL_BASIS	M05	S10	-0.014749	-0.018487
audited	tfidf	w_89fd2479381ba2a1	Semantic representations emerge in biologically inspired ensembles of cross-supervising neural networks	2025	EXCLUDE	TIER_3	3	1	COMPRESSION	M04	S08	0.011232	0.018709
audited	tfidf	w_de78b34865a33cc1	Sequential predictive learning is a unifying theory for hippocampal representation and replay	2024	INCLUDE	TIER_2	2	2	SCALING,NOVEL_BASIS	M04	S07	0.038511	0.107372
audited	tfidf	w_7a781449242321ca	Single-unit activations confer inductive biases for emergent circuit solutions to cognitive tasks	2024	EXCLUDE		3	0		M05	S10	0.027166	-0.004597
audited	tfidf	w_daee53647d83a6c7	Social-JEPA: Emergent Geometric Isomorphism	2026	EXCLUDE	TIER_3	3	1	COMPRESSION	M04	S08	0.014381	0.010557
audited	tfidf	w_38e23f5995c71d9b	Spatial reasoning via recurrent neural dynamics in mouse retrosplenial cortex	2025	INCLUDE	TIER_2	2	3	SCALING,COMPRESSION,NOVEL_BASIS	M05	S10	-0.010732	-0.02754
audited	tfidf	w_b1a722c7add3a18c	Specialization of softmax attention heads: insights from the high-dimensional single-location model	2026	INCLUDE	TIER_2	1	2	SCALING,CRITICALITY	M10	S20	-0.025074	-0.023251
audited	tfidf	w_a124ea491b1e38a3	Spectral Entropy Collapse as a Phase Transition in Delayed Generalisation: An Interventional and Predictive Framework for Grokkin	2026	INCLUDE	TIER_2	4	2	SCALING,COMPRESSION	M01	S02	0.016827	0.022747
audited	tfidf	w_8c5442dfb760aae0	Spectral phase transitions and trainability in neural network learning dynamics	2026	INCLUDE	TIER_2	3	2	SCALING,CRITICALITY	M02	S04	-0.019183	-0.004841
audited	tfidf	w_dd8fdb677c189adf	Spontaneous emergence of music detectors in a deep neural network	2021	EXCLUDE	TIER_3	3	0		M05	S10	0.012679	-0.003006
audited	tfidf	w_4cc49e7d299cfe8c	Spontaneous emergence of topographic organization in a multistream convolutional neural network	2026	EXCLUDE	TIER_3	2	0		M05	S11	0.015768	-0.001046
audited	tfidf	w_6ab1d89d9c4e7dd2	Stability control of metastable states as a unified mechanism for flexible temporal modulation in cognitive processing	2025	EXCLUDE	TIER_3	1	1	SCALING	M05	S11	0.02805	0.029887
audited	tfidf	w_0434419d04af1ffa	State space models, emergence, and ergodicity: How many parameters are needed for stable predictions?	2024	EXCLUDE	TIER_3	2	0		M10	S19	0.00578	-0.020621
audited	tfidf	w_8bb54bfea1acc1db	State Stream Transformer (SST) : Emergent Metacognitive Behaviours Through Latent State Persistence	2025	EXCLUDE	TIER_3	0	0		M10	S19	-0.009312	0.023203
audited	tfidf	w_be7a6d5176757697	States Hidden in Hidden States: LLMs Emerge Discrete State Representations Implicitly	2024	EXCLUDE	TIER_3	1	1	COMPRESSION	M10	S19	-0.021163	-0.004907
audited	tfidf	w_cf6cf36d9750b226	Strategy Coopetition Explains the Emergence and Transience of In-Context Learning	2025	EXCLUDE	TIER_3	2	1	SCALING	M06	S13	0.014715	0.009402
audited	tfidf	w_6ab9ecac32c07a9d	Structure Before Collapse: Transient semantic geometry in next-token prediction	2026	EXCLUDE	TIER_3	3	0		M10	S22	-0.014954	-0.026216
audited	tfidf	w_4ec0813caf380920	Structure-Specific Representational Priors Causally Control the Grokking Delay	2026	INCLUDE	TIER_2	2	2	SCALING,COMPRESSION	M02	S05	0.009363	0.00038
audited	tfidf	w_20e6e75b99ee90d7	Structured World Representations in Maze-Solving Transformers	2023	EXCLUDE	TIER_3	0	0		M09	S18	0.037483	0.033726
audited	tfidf	w_216dc523ea90641f	Symmetric Pruning in Quantum Neural Networks	2022	EXCLUDE	TIER_3	1	1	SCALING	M02	S04	-0.013633	0.00367
audited	tfidf	w_836f9ea39dbbe203	Symmetry in language statistics shapes the geometry of model representations	2026	EXCLUDE	TIER_3	1	0		M10	S21	-0.004011	-0.003706
audited	tfidf	w_5c54f66764cf4f97	Temporal hierarchy in spiking neural networks	2024	INCLUDE	TIER_2	1	2	SCALING,NOVEL_BASIS	M05	S11	-0.044208	-0.028265
audited	tfidf	w_820056212d8d8746	The Agnostic Meaning Substrate: A Theoretical Framework for Emergent Meaning in Large Language Models	2026	EXCLUDE	TIER_3	2	0		M10	S21	-0.0045	-0.042022
audited	tfidf	w_4ed5458b1772d1f2	The Birth of Knowledge: Emergent Features across Time, Space, and Scale in Large Language Models	2025	EXCLUDE	TIER_3	3	0		M09	S17	0.006441	0.049034
audited	tfidf	w_dbd268417dd9318a	The Complexity Dynamics of Grokking	2024	EXCLUDE	TIER_3	3	0		M01	S02	0.045776	0.064449
audited	tfidf	w_217259c652559d80	The Emergence of Abstract Thought in Large Language Models Beyond Any Language	2025	EXCLUDE	TIER_3	3	0		M10	S22	-0.004076	-0.049187
audited	tfidf	w_ce559350ab146c7f	The emergence of sparse attention: impact of data distribution and benefits of repetition	2025	EXCLUDE	TIER_3	3	0		M10	S25	-0.005642	-0.034426
audited	tfidf	w_49fbb6adb4c71e00	The Features at Convergence Theorem: a first-principles alternative to the Neural Feature Ansatz for how networks learn representations	2025	EXCLUDE	TIER_3	3	0		M10	S22	-0.022943	-0.014946
audited	tfidf	w_d59f0794873b2140	The Geometric Inductive Bias of Grokking: Bypassing Phase Transitions via Architectural Topology	2026	EXCLUDE	TIER_3	2	1	SCALING	M01	S03	0.029361	0.002203
audited	tfidf	w_dc093e37a5dc7bb6	The Geometry of Grokking: Norm Minimization on the Zero-Loss Manifold	2025	EXCLUDE	TIER_3	2	1	SCALING	M01	S03	0.031637	-0.006688
audited	tfidf	w_f05eeedb3d84fbb7	The Geometry of Multi-Task Grokking: Transverse Instability, Superposition, and Weight Decay Phase Structure	2026	INCLUDE	TIER_2	4	2	SCALING,CRITICALITY	M01	S01	0.027577	0.108935
audited	tfidf	w_125db4c2cf79214e	The Geometry of Thought: How Scale Restructures Reasoning In Large Language Models	2026	EXCLUDE	TIER_3	3	1	SCALING	M10	S22	0.004574	-0.007264
audited	tfidf	w_6dca211542b22757	The Geometry of Truth: Emergent Linear Structure in Large Language Model Representations of True/False Datasets	2023	EXCLUDE	TIER_3	3	1	COMPRESSION	M02	S05	-0.030798	-0.033149
audited	tfidf	w_d3fbcea1a7016c21	The Grokked Illusion: True Equilibrium Mitigates Catastrophic Forgetting	2026	EXCLUDE	TIER_3	1	0		M10	S25	-0.042174	-0.03615
audited	tfidf	w_fd9f2541bd4039ab	The Hydra Effect: Emergent Self-repair in Language Model Computations	2023	EXCLUDE	TIER_3	1	0		M10	S22	0.004539	-0.006155
audited	tfidf	w_aef0b7ca715aca7b	The Kinetics of Reasoning: How Chain-of-Thought Shapes Learning in Transformers?	2025	EXCLUDE	TIER_3	2	0		M10	S22	-0.043248	-0.028215
audited	tfidf	w_e0964d9cc077c1f7	The Kinetics of Training: A Driven-Nucleation Rate Law for Emergence, Plasticity Loss, and Circuit Control in Language Models	2026	INCLUDE	TIER_2	2	2	SCALING,CRITICALITY	M10	S25	-0.034821	-0.03318
audited	tfidf	w_bb266301f50d20fd	The Long Delay to Arithmetic Generalization: When Learned Representations Outrun Behavior	2026	EXCLUDE	TIER_3	3	1	SCALING	M02	S05	-0.014879	-0.023822
audited	tfidf	w_4ae2e575bb61224a	The mechanistic basis of data dependence and abrupt learning in an in-context classification task	2023	INCLUDE	TIER_2	4	2	SCALING,CRITICALITY	M06	S14	0.05744	0.039404
audited	tfidf	w_9eb59bc5a9947867	The Mechanistic Emergence of Symbol Grounding in Language Models	2025	EXCLUDE	TIER_3	1	1	NOVEL_BASIS	M10	S20	-0.007184	-0.026116
audited	tfidf	w_b0bbf9007eb97544	The semantic landscape paradigm for neural networks	2023	EXCLUDE	TIER_3	1	0		M10	S25	-0.001578	0.007205
audited	tfidf	w_008eb0f516b85fd6	The Transient Nature of Emergent In-Context Learning in Transformers	2023	EXCLUDE	TIER_3	2	0		M06	S13	0.04588	0.027405
audited	tfidf	w_cb13b05644b72dd1	Thermodynamic Weight Decay: Exploring Grokking Acceleration via Attention Specific Heat	2026	EXCLUDE	TIER_3	2	0		M01	S01	0.038411	0.029467
audited	tfidf	w_97808c92883566a2	Thinking Sparks!: Emergent Attention Heads in Reasoning Models During Post Training	2025	INCLUDE	TIER_2	1	2	SCALING,NOVEL_BASIS	M10	S20	-0.014931	-0.015851
audited	tfidf	w_8da6fd53fb3f9060	To grok or not to grok: Disentangling generalization and memorization on corrupted algorithmic datasets	2023	EXCLUDE	TIER_3	2	0		M01	S03	0.0298	-0.029139
audited	tfidf	w_6cff01a295cd62bc	Topological Signatures of Grokking	2026	EXCLUDE	TIER_3	2	1	SCALING	M01	S03	0.019347	0.015473
audited	tfidf	w_5fc248e95ef96553	Towards Empirical Interpretation of Internal Circuits and Properties in Grokked Transformers on Modular Polynomials	2024	INCLUDE	TIER_2	1	2	SCALING,COMPRESSION	M02	S05	-0.000927	-0.010457
audited	tfidf	w_df6db03591377b6c	Towards Understanding Grokking: An Effective Theory of Representation Learning	2022	EXCLUDE	TIER_3	1	1	SCALING	M01	S02	0.027955	0.065094
audited	tfidf	w_9452d90c60267b86	TRACE for Tracking the Emergence of Semantic Representations in Transformers	2025	EXCLUDE	TIER_3	3	1	SCALING	M10	S22	-0.006031	-0.007831
audited	tfidf	w_78af69834e46633e	Trait-space Monitoring for Emergent Misalignment During Supervised Finetuning	2026	EXCLUDE	TIER_3	2	0		M02	S05	-0.061275	-0.048364
audited	tfidf	w_e13ee6a2cef1e035	Transformers Can Learn Rules They've Never Seen: Proof of Computation Beyond Interpolation	2026	EXCLUDE	TIER_3	2	1	NOVEL_BASIS	M10	S21	-0.007854	-0.004263
audited	tfidf	w_b7f8f8cdd2e2b20c	Transformers converge to invariant algorithmic cores	2026	EXCLUDE	TIER_3	2	1	COMPRESSION	M01	S01	0.018743	0.040453
audited	tfidf	w_29ea95f17f21c7ac	Transformers for dynamical systems learn transfer operators in-context	2026	INCLUDE	TIER_2	4	2	NOVEL_BASIS,GENERALISATION	M04	S08	-0.007733	-0.008194
audited	tfidf	w_71b6d6ab5f4c7549	Transformers Linearly Represent Highly Structured World Models	2026	EXCLUDE	TIER_3	3	0		M09	S18	0.038902	0.026436
audited	tfidf	w_943e3e1497c6a620	Transformers Struggle to Use Their Emergent World Models: Revisiting the Tower of Hanoi, and the Illusion of Thinking	2026	EXCLUDE	TIER_3	2	0		M09	S18	0.04915	0.05526
audited	tfidf	w_abf120cd18b386a4	Transformers Use Causal World Models in Maze-Solving Tasks	2024	EXCLUDE	TIER_3	3	1	COMPRESSION	M09	S18	0.06422	-0.047174
audited	tfidf	w_c4c37ad693a0f63e	Triple Phase Transitions: Understanding the Learning Dynamics of Large Language Models from a Neuroscience Perspective	2025	EXCLUDE	TIER_3	2	1	SCALING	M10	S19	-0.002557	0.048067
audited	tfidf	w_96f6c1c0e6b85513	Two Speeds of Learning: A Representation-Readout Decomposition of Grokking and Double Descent	2026	EXCLUDE	TIER_3	3	1	SCALING	M02	S05	-0.00376	-0.008439
audited	tfidf	w_892700b85dd7550d	Uncovering Emergent Physics Representations Learned In-Context by Large Language Models	2025	EXCLUDE	TIER_3	2	0		M09	S17	0.033604	0.10527
audited	tfidf	w_3d849b1308457c8a	Uncovering Intermediate Variables in Transformers using Circuit Probing	2023	EXCLUDE	TIER_3	1	1	SCALING	M10	S21	-0.008179	-0.009263
audited	tfidf	w_b73fd2a4553849d2	Understanding Contextual Recall in Transformers: How Finetuning Enables In-Context Reasoning over Pretraining Knowledge	2026	EXCLUDE	TIER_3	3	0		M06	S13	0.027578	0.058521
audited	tfidf	w_a895d12c14921630	Understanding the Emergence of Seemingly Useless Features in Next-Token Predictors	2026	EXCLUDE	TIER_3	2	0		M10	S21	-0.027496	-0.019066
audited	tfidf	w_4450b32daf450669	Understanding the Staged Dynamics of Transformers in Learning Latent Structure	2025	EXCLUDE	TIER_3	1	0		M10	S22	-0.001435	0.004215
audited	tfidf	w_67e8416e326083ff	Understanding Training Behaviour during Transfer Learning by drawing parallels to Grokking	2024	EXCLUDE		2	0		M10	S21	-0.021724	-0.019101
audited	tfidf	w_51bb6c4d6e676885	Unifying Attention Heads and Task Vectors via Hidden State Geometry in In-Context Learning	2025	EXCLUDE	TIER_3	3	1	COMPRESSION	M02	S05	-0.01345	-0.044895
audited	tfidf	w_e117d573dbd1bc5f	Unlocking Emergent Modularity in Large Language Models	2023	EXCLUDE	TIER_3	1	0		M10	S24	-0.019772	0.370225
audited	tfidf	w_024427dec8189e9e	Unveiling the Dynamics of Information Interplay in Supervised Learning	2024	EXCLUDE	TIER_3	1	0		M10	S22	-0.004997	-0.022177
audited	tfidf	w_7478c4587d99ea18	Unveiling Transformers with LEGO: a synthetic reasoning task	2022	INCLUDE	TIER_2	1	3	SCALING,NOVEL_BASIS,GENERALISATION	M10	S20	-0.013022	0.017062
audited	tfidf	w_2da86842e38bab70	Using physics-inspired Singular Learning Theory to understand grokking & other phase transitions in modern neural networks	2025	EXCLUDE	TIER_3	3	0		M01	S02	0.021915	0.064246
audited	tfidf	w_b5ca64f35ddf125e	Weight Decay as a Necessary Condition for Grokking: Hierarchical Structure Learning in Group Multiplication Tasks	2026	EXCLUDE		3	0		M01	S01	0.049723	0.025949
audited	tfidf	w_f5f5600670f31041	Weight Decay Regimes in Grokking Transformers: Cheap Online Diagnostics	2026	INCLUDE	TIER_2	2	2	SCALING,CRITICALITY	M01	S01	-0.011316	0.04851
audited	tfidf	w_04b9b5a3d5792aa4	What Can Grokking Teach Us About Learning Under Nonstationarity?	2025	EXCLUDE	TIER_3	1	0		M01	S03	0.036605	0.00904
audited	tfidf	w_088b931ffe5cee0f	What do Language Models Learn and When? The Implicit Curriculum Hypothesis	2026	EXCLUDE	TIER_3	2	1	SCALING	M10	S21	-0.006109	-0.019512
audited	tfidf	w_dd6e6d084bbc1493	What Happens Inside Agent Memory? Circuit Analysis from Emergence to Diagnosis	2026	EXCLUDE	TIER_3	2	1	SCALING	M10	S21	-0.006803	-0.004217
audited	tfidf	w_7afa59979906b85f	What Needs to Go Right for an Induction Head? A Mechanistic Study of In-Context Learning Circuits and Their Formation	2024	INCLUDE	TIER_2	4	2	SCALING,CRITICALITY	M06	S14	0.04117	0.022802
audited	tfidf	w_33b529766cc60dd2	What One Cannot, Two Can: Two-Layer Transformers Provably Represent Induction Heads on Any-Order Markov Chains	2025	INCLUDE	TIER_2	3	2	COMPRESSION,SCALING	M10	S21	-0.028159	-0.055061
audited	tfidf	w_5362be8fefcfa6c2	When and Where: A Model Hippocampal Network Unifies Formation of Time Cells and Place Cells	2026	INCLUDE	TIER_2	1	2	SCALING,NOVEL_BASIS	M04	S07	0.039718	0.114311
audited	tfidf	w_0b1eb64b020ee8c4	When Do Attention Circuits Form? Developmental Trajectories of Capability and Attention-Sink Emergence Across Three 1B-Class Architectures	2026	EXCLUDE	TIER_3	3	1	SCALING	M06	S14	0.014573	0.022648
audited	tfidf	w_b1b2841abfaf8ef2	Which Attention Heads Matter for In-Context Learning?	2025	INCLUDE	TIER_2	5	2	SCALING,COMPRESSION	M06	S12	0.069198	0.161578
audited	tfidf	w_e5708a67b277cfbd	Why Do You Grok? A Theoretical Analysis of Grokking Modular Addition	2024	EXCLUDE	TIER_3	1	0		M01	S03	0.029331	0.035345
audited	tfidf	w_9f42a69c53e47f06	Why the Brain Consolidates: Predictive Forgetting for Optimal Generalisation	2026	INCLUDE	TIER_2	2	2	SCALING,COMPRESSION	M04	S08	0.010378	-0.001565
audited	tfidf	w_662491c7dd0e3662	Word class representations spontaneously emerge in a deep neural network trained on next word prediction	2023	EXCLUDE	TIER_3	2	0		M10	S25	-0.005441	0.00402
audited	semantic	w_7ced2a0538a6bf26	A Bayesian Perspective on the Role of Epistemic Uncertainty for Delayed Generalization in In-Context Learning	2026	EXCLUDE	TIER_3	3	0		M09	S22	-0.035794	-0.059938
audited	semantic	w_094c3309bf13cd4c	A Critical Period for Compositional Visual Grounding? Controlled Block Order and Causal Attention Interventions in a Small Vision–Language Transformer	2026	EXCLUDE	TIER_3	3	0		M02	S04	-0.012196	0.083958
audited	semantic	w_c05624cc0be4c2cb	A jamming transition from under- to over-parametrization affects generalization in deep learning	2018	INCLUDE	TIER_2	2	2	SCALING,CRITICALITY	M07	S17	0.028682	0.084139
audited	semantic	w_f94f564014be4c25	A Mechanistic Analysis of Transformers for Dynamical Systems	2025	INCLUDE	TIER_2	0	2	SCALING,COMPRESSION	M02	S03	0.043754	0.079814
audited	semantic	w_3f7299052e18118d	A Neural Network Model of Free Recall Learns Multiple Memory Strategies	2026	INCLUDE	TIER_2	3	2	COMPRESSION,NOVEL_BASIS	M09	S22	0.073008	0.001691
audited	semantic	w_07d5eb02f4e65497	A phase transition between positional and semantic learning in a solvable model of dot-product attention	2025	INCLUDE	TIER_2	2	2	SCALING,CRITICALITY	M09	S23	0.137179	0.061542
audited	semantic	w_a5e46f75ed09651c	A Rationale from a Frequency Perspective for Grokking in Training Neural Networks	2026	EXCLUDE		1	0		M06	S12	0.18178	0.038251
audited	semantic	w_ee7cdd8c7d281656	A simple model of co-emergence of grid and place fields	2026	INCLUDE	TIER_2	1	2	SCALING,NOVEL_BASIS	M10	S25	0.22206	0.272011
audited	semantic	w_c8aa82534e05dc80	Acceleration of Grokking in Learning Arithmetic Operations Via Kolmogorov-Arnold Representation	2024	EXCLUDE	TIER_3	1	0		M06	S13	0.181802	0.190529
audited	semantic	w_8e2c23b49bc4d436	Actionable Activation Directions for Detecting and Mitigating Emergent Misalignment Across Language Model Families	2026	EXCLUDE	TIER_3	1	1	COMPRESSION	M04	S07	0.263491	0.25674
audited	semantic	w_9b4cd178ad4adfab	Adaptive time scales in recurrent neural networks	2019	EXCLUDE	TIER_3	1	1	SCALING	M08	S21	0.095257	0.0035
audited	semantic	w_66f94b2437b7dc7a	Algebraic Representability as the Limiting Regime of Grokking: An Exactly Solvable Model with Holomorphic Activations	2026	EXCLUDE	TIER_3	2	0		M06	S13	0.138431	0.148003
audited	semantic	w_16cd2ac0aa2264b5	Algorithmic Phase Transitions in Language Models: A Mechanistic Case Study of Arithmetic	2024	EXCLUDE	TIER_3	2	0		M02	S04	0.032974	0.030234
audited	semantic	w_69468026d902ba92	An Emergent Mirage: Is Emergent Misalignment and Realignment Indeed a Robust Phenomenon?	2026	EXCLUDE	TIER_3	2	0		M04	S07	0.430347	0.401164
audited	semantic	w_ed2497928c30d699	Anchored Intrinsic Coordinates for Grokking: Curvature, Predictive Reducibility, and Boundary Cases	2026	EXCLUDE		4	0		M06	S14	0.083	-0.02625
audited	semantic	w_310671f6b2320a54	Are Your Reasoning Models Reasoning or Guessing? A Mechanistic Analysis of Hierarchical Reasoning Models	2026	EXCLUDE	TIER_3	2	0		M03	S05	-0.029076	-0.118396
audited	semantic	w_8686cbb9af9f8fa5	Arithmetic Pedagogy for Language Models	2026	EXCLUDE	TIER_3	1	1	SCALING	M05	S10	-0.098827	-0.1165
audited	semantic	w_8bf24f4dbe9ac287	Arithmetic with language models: From memorization to computation	2024	EXCLUDE	TIER_3	1	0		M05	S10	-0.036979	0.107908
audited	semantic	w_92e78fbf258ed40a	Assign and Add: A Mechanistic Study of Compositional Arithmetic	2026	INCLUDE	TIER_2	2	2	SCALING,NOVEL_BASIS	M01	S02	0.175496	-0.030668
audited	semantic	w_7642d8c74152ab9f	Attention-Head Binding as a Term-Conditioned Mechanistic Marker of Accessibility Concept Emergence in Language Models	2026	INCLUDE	TIER_2	2	2	SCALING,CRITICALITY	M09	S23	0.098266	0.028333
audited	semantic	w_4d72f64019a5d816	Attention to Order: Transformers Discover Phase Transitions via Learnability	2025	EXCLUDE	TIER_3	3	0		M02	S03	0.033967	-0.010463
audited	semantic	w_3d415e237f7c4f65	Autocorrelations from emergent bistability in homeostatic spiking neural networks on neuromorphic hardware	2022	INCLUDE	TIER_2	2	2	SCALING,CRITICALITY	M08	S21	0.10573	0.147395
audited	semantic	w_3144bdd83cd17ac0	Automated construction of cognitive maps with visual predictive coding	2024	INCLUDE	TIER_2	1	2	COMPRESSION,NOVEL_BASIS	M10	S24	0.202147	-0.000568
audited	semantic	w_0ff86e6a31e1d145	Balancing Stability and Flow in Hippocampal Networks via Inductive Bias and Learned Symmetry Breaking	2026	INCLUDE	TIER_2	2	2	SCALING,NOVEL_BASIS	M08	S20	-0.019601	-0.075345
audited	semantic	w_15e8cda2ffdcc159	Benign Overfitting and Grokking in ReLU Networks for XOR Cluster Data	2023	EXCLUDE	TIER_3	1	0		M06	S14	0.094034	-0.04266
audited	semantic	w_47f0ccb3e2ec3eac	Beyond Induction Heads: In-Context Meta Learning Induces Multi-Phase Circuit Emergence	2025	INCLUDE	TIER_2	2	2	SCALING,CRITICALITY	M09	S23	0.06641	0.048948
audited	semantic	w_63db75cd5e03c2b8	Bridging Lottery Ticket and Grokking: Understanding Grokking from Inner Structure of Networks	2023	INCLUDE	TIER_1	2	3	SCALING,CRITICALITY,NOVEL_BASIS	M09	S22	-0.158063	0.035469
audited	semantic	w_2715496262944022	Character as a Latent Variable in Large Language Models: A Mechanistic Account of Emergent Misalignment and Conditional Safety Failures	2026	EXCLUDE	TIER_3	2	0		M04	S07	0.314668	0.267833
audited	semantic	w_d8d988a779b74559	Characterization of the Neuronal and Network Dynamics of Liquid State Machines	2023	EXCLUDE		1	0		M08	S21	0.031114	0.031192
audited	semantic	w_8d4fdc1ea9b8170d	CheckersGPT: Learning World Models through Language Modeling	2024	EXCLUDE	TIER_3	2	0		M05	S10	0.087692	0.079811
audited	semantic	w_584c8d983c92b47f	Circuit Synchronization Precedes Generalization: A Causal Precursor to Grokking	2026	INCLUDE	TIER_2	3	2	SCALING,NOVEL_BASIS	M06	S13	0.208422	0.154275
audited	semantic	w_c569341f9f7b5f6f	Complexity of Linear Regions in Self-supervised Deep ReLU Networks	2026	EXCLUDE	TIER_3	1	0		M08	S20	-0.110996	-0.076147
audited	semantic	w_83b81c26c357f6b1	Compositional Generalization from Learned Skills via CoT Training: A Theoretical and Structural Analysis for Reasoning	2025	EXCLUDE	TIER_3	2	1	SCALING	M01	S01	0.076044	0.187575
audited	semantic	w_2f8927f68568913d	Computational mechanisms for temporal integration in the anterior claustrum	2026	EXCLUDE	TIER_3	2	1	NOVEL_BASIS	M08	S20	-0.006234	-0.078253
audited	semantic	w_1729badd7318419a	Context and Diversity Matter: The Emergence of In-Context Learning in World Models	2025	EXCLUDE	TIER_3	1	1	SCALING	M09	S23	0.039342	0.024448
audited	semantic	w_679c49d202c94f8e	Control of criticality and computation in spiking neuromorphic networks with plasticity	2019	INCLUDE	TIER_2	2	2	SCALING,CRITICALITY	M08	S21	0.087624	0.106176
audited	semantic	w_c05e2ba02fa11716	Controlling Grokking with Nonlinearity and Data Symmetry	2024	EXCLUDE	TIER_3	1	0		M06	S13	0.227214	0.183917
audited	semantic	w_0f9196b38bcf5602	Cortical Circuits from Scratch: A Metaplastic Architecture for the Emergence of Lognormal Firing Rates and Realistic Topology	2017	EXCLUDE	TIER_3	0	1	NOVEL_BASIS	M08	S21	0.082281	0.026353
audited	semantic	w_042e2240de24720b	Counterfactual reasoning: an analysis of in-context emergence	2025	EXCLUDE	TIER_3	1	1	NOVEL_BASIS	M05	S11	0.070845	-0.015018
audited	semantic	w_3a9d20d4ea381a66	Critical dynamics in associative memory networks	2013	INCLUDE	TIER_2	2	2	SCALING,CRITICALITY	M08	S21	0.014677	0.00849
audited	semantic	w_d18730b289f06c03	Critical dynamics in homeostatic memory networks	2011	INCLUDE	TIER_2	4	2	SCALING,CRITICALITY	M08	S21	0.119079	0.112773
audited	semantic	w_e44f0fcfe85badcc	Critical Windows of Complexity Control: When Transformers Decide to Reason or Memorize	2026	EXCLUDE	TIER_3	3	1	SCALING	M02	S04	0.008451	0.045329
audited	semantic	w_ba81662b1200a880	Criticality meets learning: Criticality signatures in a self-organizing recurrent neural network	2017	EXCLUDE	TIER_3	2	1	SCALING	M08	S20	-0.007141	-0.041118
audited	semantic	w_a68b84330ed82b99	CrystaL: Spontaneous Emergence of Visual Latents in MLLMs	2026	EXCLUDE	TIER_3	2	0		M05	S11	0.033315	0.034182
audited	semantic	w_ae520d3640f2a268	Data Attribution of Emergent Misalignment with Persona Features	2026	EXCLUDE	TIER_3	3	0		M04	S07	0.347039	0.309338
audited	semantic	w_33d1c931feca94ec	Decentralized Collective World Model for Emergent Communication and Coordination	2025	EXCLUDE	TIER_3	3	0		M03	S05	0.013453	0.100953
